"sespec_case_id","baseline_case_id","sespec_path","baseline_path","sespec_func","baseline_func","signature","body_hash","case_id_aligned","verdict","reason","judge_model"
"141","141","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/141/foo66.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/141/SpecGenBench_0342_merged.c","foo66","numberOfCuts","","","1","A_stronger","A is strictly stronger because it specifies the same case-split result facts as B and additionally constrains the valid input domain with requires n >= 1 and complete/disjoint behaviors, which B lacks.","gpt-5.4"
"93","93","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/93/foo93.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/93/SpecGenBench_0277_merged.c","foo93","calculate","","","1","A_stronger","A and B have equivalent case-by-case postconditions, but A is stronger because it additionally requires operator != '*' || num2 != 0, excluding the otherwise unspecified division-by-zero input for the '*' case.","gpt-5.4"
"143","143","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/143/foo68_c143.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/143/SpecGenBench_0344_merged.c","foo68_c143","passPillow","","","1","A_stronger","A includes B's two case-split postconditions (up to equivalent use of time versus \\old(time)) and additionally states the non-trivial bound 1 <= \\result <= n, while the remaining clauses are redundant restatements.","gpt-5.4"
"116","116","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/116/foo116.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/116/SpecGenBench_0311_merged.c","foo116","isCommonFactor","","","1","A_stronger","A fully characterizes the result as exactly the boolean indicator of whether both remainders are zero and constrains it to {0,1}, which implies all of B's case-split postconditions, while B lacks the converse direction and boolean-range fact.","gpt-5.4"
"129","129","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/129/foo52_c129.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/129/SpecGenBench_0325_merged.c","foo52_c129","isLeapYear","","","1","A_stronger","A gives a full bi-implication characterizing exactly when the result is 1 and 0 and constrains the result to be boolean, while B only gives one-way case implications that are all implied by A.","gpt-5.4"
"99","99","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/99/foo16_c99.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/99/SpecGenBench_0285_merged.c","foo16_c99","computeOverlapArea","","","1","B_stronger","B gives many case-split postconditions that determine the exact returned overlap area for substantial regions of the input space, whereas A only states the generic fact that the result is non-negative.","gpt-5.4"
"115","115","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/115/foo38_c115.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/115/SpecGenBench_0310_merged.c","foo38_c115","isCommonFactor","","","1","A_stronger","A fully characterizes the result as exactly the boolean indicator of '(a % factor == 0 && b % factor == 0)' and restricts it to {0,1}, whereas B only gives one-way implications for the three input cases and lacks the converse/equational characterization.","gpt-5.4"
"137","137","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/137/foo62.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/137/SpecGenBench_0338_merged.c","foo62","notCommonFactor","","","1","A_stronger","A fully characterizes the result as exactly the Boolean value of (a % factor != 0 || b % factor != 0), including the missing converse case when both are nonzero and range facts, whereas B only gives one-way implications for three cases and does not imply A's complete equivalences.","gpt-5.4"
"94","94","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/94/foo10.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/94/SpecGenBench_0278_merged.c","foo10","canWinNim","","","1","A_stronger","A implies B's two conditional postconditions via its exact equivalences between \\result and n % 4 != 0, and A additionally states non-trivial facts such as \\result being boolean-valued and the converse implications that B does not express.","gpt-5.4"
"32","32","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/32/foo32.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/32/SVCOMP_0005_merged.c","foo32","arithmeticException5","","","1","A_stronger","A fully characterizes both directions for the two possible outcomes—equivalently forcing result 0 iff i==0.0 and result 1 iff i!=0.0—while B only gives the one-way implications i==0.0=>result==0 and result==1=>i!=0.0, so A implies B and adds non-trivial facts B lacks.","gpt-5.4"
"274","274","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/274/foo274.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/274/FormalBench_0154_merged.c","foo274","sumEvenAndEvenIndex","","","1","B_stronger","B gives the exact functional postcondition that the result equals the sum of all even-valued elements at even indices in arr[0..n-1], while A's annotations are only loop invariants about immutability/parity and do not characterize the returned value beyond weak incidental facts like count being even.","gpt-5.4"
"140","140","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/140/foo65.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/140/SpecGenBench_0341_merged.c","foo65","numberOfCuts","","","1","equal","Both contracts specify the same complete case split on n—result 0 for n==1, n/2 for even n!=1, and n for odd n!=1—with A's requires/behavior structure adding no stronger input-output fact than B's unconditional implications.","gpt-5.4"
"97","97","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/97/foo14_c97.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/97/SpecGenBench_0283_merged.c","foo14_c97","computeOverlapArea","","","1","B_stronger","B gives extensive case-split postconditions that determine the exact returned arithmetic expression for many input configurations, whereas A only states preconditions and no functional postcondition at all, so B is strictly more informative about input-output behavior.","gpt-5.4"
"162","162","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/162/foo162.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/162/FormalBench_0013_merged.c","foo162","firstMissingPositive","","","1","A_stronger","A provides substantially stronger behavioral characterization via loop invariants that establish the array-normalization property for all values in 1..n and thus justify the exact first-missing-positive behavior, whereas B’s contract only guarantees the result range and a weak existence-based bound without relating the result to the array contents.","gpt-5.4"
"117","117","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/117/foo117.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/117/SpecGenBench_0312_merged.c","foo117","isCommonMultiple","","","1","A_stronger","A fully characterizes the result with the equivalences \\result==1 iff both divisibility tests hold and \\result==0 iff not, plus constrains the result to be Boolean, whereas B only gives one-way implications covering the same cases but not the converse implication explicitly.","gpt-5.4"
"31","31","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/31/foo3_c31.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/31/SVCOMP_0004_merged.c","foo3_c31","arithmeticException1","","","1","equal","A’s two complete/disjoint behaviors state exactly the same input-output mapping as B’s two conditional postconditions—result is 0 iff i==0 and 1 iff i!=0—with no additional non-trivial functional fact beyond equivalent partitioning.","gpt-5.4"
"144","144","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/144/foo69_c144.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/144/SpecGenBench_0345_merged.c","foo69_c144","passPillow","","","1","B_stronger","B precisely defines the result by cases as a function of the inputs, which implies A's mere range postcondition 1 <= \\result <= n under the verified setting, while A lacks those functional equalities.","gpt-5.4"
"100","100","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/100/foo18.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/100/SpecGenBench_0289_merged.c","foo18","convertTemperature","","","1","equal","A states only a trivial precondition and no postcondition, while B provides no functional contract at all, so neither specifies any informative input-output fact beyond an effectively empty contract.","gpt-5.4"
"98","98","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/98/foo15_c98.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/98/SpecGenBench_0284_merged.c","foo15_c98","computeOverlapArea","","","1","incomparable","B gives detailed conditional equalities for many geometric cases that A lacks, while A guarantees general facts like non-negativity and an unconditional upper bound by rectangle A's area that are not entailed by the truncated case-split clauses shown for B.","gpt-5.4"
"339","339","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/339/foo339.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/339/FormalBench_0190_merged.c","foo339","findDivisor","","","1","B_stronger","B gives an exact postcondition that the result equals the number of divisors of num in 1..abs(z), whereas A only provides loop invariants and no function-level ensures characterizing the returned value.","gpt-5.4"
"34","34","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/34/foo34.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/34/SVCOMP_0026_merged.c","foo34","divS32","","","1","B_stronger","B implies all of A's case-split postconditions and additionally specifies them for inputs excluded by A's preconditions (notably denominator==INT_MIN and numerator==INT_MIN when denominator!=0), while A adds no stronger postcondition fact beyond those cases.","gpt-5.4"
"364","364","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/364/foo256.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/364/FormalBench_0256_merged.c","foo256","oddDays","","","1","A_stronger","A gives the exact result formula for all n together with the additional nontrivial range fact 0 <= \\result < 7, while B’s four conditional postconditions simplify to the same exact formula but do not include the range guarantee.","gpt-5.4"
"345","345","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/345/foo345.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/345/FormalBench_0196_merged.c","foo345","sumoffactors","","","1","B_stronger","B is stronger because its loop invariant exactly characterizes the accumulator as the sum of all even divisors processed so far, which entails A's coarse nonnegativity/existence/bound facts while A lacks this exact summation property and has no stronger final postcondition.","gpt-5.4"
"341","341","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/341/foo341.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/341/FormalBench_0192_merged.c","foo341","findDivisor","","","1","B_stronger","B gives the exact functional result as the count of divisors in the prefix up to |z|, whereas A mainly states weaker existential/universal loop facts about whether some divisors have appeared and does not uniquely characterize the returned count.","gpt-5.4"
"308","308","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/308/foo211.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/308/FormalBench_0211_merged.c","foo211","largestPos","","","1","B_stronger","B gives a precise functional postcondition that the result equals the maximum positive element of the whole array, while A mainly supplies loop invariants and at best implies weaker end facts such as result being a nonnegative upper bound attained in the array or 0 when all seen elements are nonpositive.","gpt-5.4"
"362","362","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/362/foo362.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/362/FormalBench_0254_merged.c","foo362","averageEven","","","1","A_stronger","A's loop invariants determine the exact closed-form relations result==total*(total+1) and total==(c-1)/2 (hence fully characterize the running sum and count of evens), which imply B's recursive sum/count facts, while B does not state these additional non-trivial algebraic properties.","gpt-5.4"
"326","326","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/326/foo326.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/326/FormalBench_0151_merged.c","foo326","firstDigit","","","1","equal","Both contracts ultimately guarantee only that for inputs with num >= 1 the result is a digit between 0 and 9, while B’s stronger-looking loop invariants about factorial are internal proof facts not reflected in a stronger function-level input-output postcondition than A.","gpt-5.4"
"352","352","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/352/foo352.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/352/FormalBench_0215_merged.c","foo352","evenBitToggleNumber","","","1","A_stronger","A provides substantial non-trivial information about the constructed bitmask and the resulting per-bit toggling behavior during the loop, whereas B’s postcondition only states the negative-input case returns the input and is otherwise vacuous.","gpt-5.4"
"357","357","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/357/foo357.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/357/FormalBench_0224_merged.c","foo357","evenBitSetNumber","","","1","A_stronger","A includes all of B's substantive loop facts (notably 0 <= count and temp == n >> count, with n unchanged implicit since it is never assigned) and adds many non-trivial invariants characterizing res/bit-pattern and count bounds that B does not express.","gpt-5.4"
"35","35","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/35/foo35.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/35/SVCOMP_0193_merged.c","foo35","fun","","","1","equal","Both contracts characterize the result as exactly the Boolean truth value of the same predicate and constrain it to 0 or 1; A's extra clauses are redundant consequences of that equivalence, while B's result==0 equivalence is likewise implied.","gpt-5.4"
"382","382","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/382/foo382.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/382/FormalBench_0292_merged.c","foo382","findMaxVal","","","1","A_stronger","A includes the key maximality/existence characterization present in B via stronger loop invariants and additionally states nontrivial case-specific facts such as max==0 iff no prior k satisfies k%x==y and special behaviors for x>n, x==1, y<0, or y>=x that B does not express.","gpt-5.4"
"374","374","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/374/foo374.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/374/FormalBench_0283_merged.c","foo374","divisor","","","1","A_stronger","A’s loop invariants characterize div as exactly zero iff no divisor has been seen and as c-1 iff all numbers below c divide number, which implies B’s mere nonnegativity postcondition while adding substantial behavioral information that B lacks.","gpt-5.4"
"184","184","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/184/foo184.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/184/FormalBench_0039_merged.c","foo184","sum","","","1","A_stronger","A includes multiple non-trivial loop invariants such as preserved values at indices 0 and 1, the relation `sumOfPrimeDivisors_len == n + 1`, and bounds on `i` and `j`, while B provides only loop assigns clauses and no corresponding invariants, so A is strictly more informative.","gpt-5.4"
"0","0","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/0/foo1_c0.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/0/SVCOMP_0001_merged.c","foo1_c0","ack","","","1","A_stronger","A provides nontrivial verified postconditions about the result, including \\result > n and the exact case m==0 => \\result==n+1, while B provides no functional contract facts at all.","gpt-5.4"
"3","3","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/3/foo3.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/3/SVCOMP_0083_merged.c","foo3","gcd","","","1","B_stronger","B exactly defines the result as gcd_logic(y1,y2) for all permitted inputs, which implies A's coarse cases (0 on nonpositive inputs within B's domain and positivity/bounds on positive inputs), while A lacks this exact functional characterization.","gpt-5.4"
"48","48","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/48/foo124.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/48/SVCOMP_linear_0054_merged.c","foo124","foo147","","","1","B_stronger","B adds non-trivial loop invariants relating xa and ya to x and y after iterations, whereas A's only invariant is \\true and thus B logically implies A but not conversely.","gpt-5.4"
"1","1","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/1/foo2_c1.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/1/SVCOMP_0002_merged.c","foo2_c1","addition","","","1","B_stronger","B includes the same functional postcondition as A (\\result == m + n) and additionally specifies the recursive characterization \\result == foo2_c1_spec(m, n), while A does not provide any non-trivial fact beyond that.","gpt-5.4"
"57","57","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/57/foo229.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/57/SVCOMP_linear_0159_merged.c","foo229","foo241","","","1","B_stronger","B includes the same multFactor invariant and equivalent loop assigns as A, plus the additional non-trivial invariant valid_counts(count) (i.e. count >= 0), while A adds only a duplicate restatement of the multFactor fact.","gpt-5.4"
"49","49","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/49/foo156.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/49/SVCOMP_linear_0086_merged.c","foo156","foo176","","","1","A_stronger","A implies B’s substantive loop facts by giving exact equalities for i, j, n, i+j, and b/parity (hence monotonicity and sum preservation), while B mainly states weaker conditional bounds/disjunctions and lacks A’s precise per-variable and parity characterization.","gpt-5.4"
"12","12","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/12/foo41.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/12/SVCOMP_0198_merged.c","foo41","recursion","","","1","A_stronger","A characterizes both nonnegative and negative inputs via (result==1) iff (i>=0) and result∈{0,1}, which implies B's postcondition for all states satisfying B's precondition, while B adds no stronger input-output fact beyond restricting calls to i>=0.","gpt-5.4"
"50","50","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/50/foo50.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/50/SVCOMP_linear_0092_merged.c","foo50","foo181","","","1","equal","Both contracts capture the same essential behavior of the loop—namely i+j increases by n, b tracks n parity, and i/j equal their initial values plus floor(n/2) and ceil(n/2) respectively—while the remaining differences are only redundant reformulations or weaker side facts not adding distinct functional information.","gpt-5.4"
"43","43","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/43/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/43/SVCOMP_linear_0048_merged.c","foo42","foo141","","","1","A_stronger","A implies B's substantive invariants on t, x1, x3, and the bound |v2-\\at(v2,Pre)|<=t, while additionally providing non-trivial facts absent from B such as precise two-sided bounds on x2 and the relation x1+x3 == 50 + t*(v1+v3).","gpt-5.4"
"38","38","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/38/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/38/SVCOMP_linear_0042_merged.c","foo42","foo136","","","1","A_stronger","A implies all of B's substantive invariants about t, x1, x3, fixed v1/v3, and v2 staying within initial±t, and additionally A contains non-trivial extra facts about x2 (its precise growth bounds and relation to the initial v2) and x1-x3 that B does not express.","gpt-5.4"
"65","65","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/65/foo65.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/65/SVCOMP_linear_0183_merged.c","foo65","foo263","","","1","B_stronger","B implies all of A's substantive loop facts via its case split and additionally states the exact negative/non-positive-k behavior and preservation of k, whereas A lacks those explicit facts.","gpt-5.4"
"62","62","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/62/foo62.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/62/SVCOMP_linear_0166_merged.c","foo62","foo248","","","1","B_stronger","B includes A's bounds on j via equivalent-or-stronger disjunctive invariants and additionally states several non-trivial facts absent from A, such as preservation of unchanged variables and case-specific characterizations of j at or beyond the loop bounds.","gpt-5.4"
"51","51","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/51/foo52.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/51/SVCOMP_linear_0098_merged.c","foo52","foo187","","","1","incomparable","A is stronger on several facts such as y % 2 == 0, x <= w, 10 * x <= z, and \\abs(y) <= 100 * w, while B has the distinct non-implied fact x <= w + 4 (and explicit z >= 0), so neither contract implies the other.","gpt-5.4"
"53","53","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/53/foo213.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/53/SVCOMP_linear_0143_merged.c","foo213","foo227","","","1","A_stronger","A includes B's invariant x % 5 == 0 and additionally specifies parity-dependent sign and divisibility/representation properties of x that B does not, so A strictly implies more facts about the loop state.","gpt-5.4"
"10","10","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/10/foo41.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/10/SVCOMP_0196_merged.c","foo41","recursion","","","1","A_stronger","A fully characterizes the result for all inputs with the equivalence \\result==1 iff i>=0 (hence implying B's postcondition on the restricted precondition), while B only states that for i>=0 the result is 1 and says nothing about negative inputs.","gpt-5.4"
"39","39","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/39/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/39/SVCOMP_linear_0043_merged.c","foo42","foo137","","","1","B_stronger","B implies all substantive facts of A about x1, x3, nonnegative t, and |v2-\\at(v2,Pre)|<=t, and additionally states preserved inputs v1/v3 and the precise no-iteration case when the initial guard is false, while A’s only extra x2 bound is weaker than B’s explicit frozen-state characterization.","gpt-5.4"
"59","59","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/59/foo59.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/59/SVCOMP_linear_0161_merged.c","foo59","foo243","","","1","A_stronger","A implies all of B's effective loop facts about y being only 0 or 1, and additionally states nontrivial information relating x modulo 3 to y (notably y==0 ==> x%3==0) plus explicit modulo-3 range facts that B lacks.","gpt-5.4"
"7","7","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/7/foo7.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/7/SVCOMP_0095_merged.c","foo7","mult","","","1","A_stronger","A covers both cases m>=0 and m<0, implying B's postcondition when m>=0 and additionally specifying the result for negative m, whereas B only specifies behavior under the precondition m>=0.","gpt-5.4"
"46","46","/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/46/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data_final/AutoSpec/gpt-5-mini/46/SVCOMP_linear_0051_merged.c","foo42","foo144","","","1","incomparable","A adds nontrivial facts about x2 (e.g. 75-6*t <= x2 <= 75+6*t and |x2-75| <= 6*t) that B lacks, while B adds nontrivial facts that v1 and v3 remain equal to their pre-state values and a conditional no-iteration characterization when the initial guard is false, which A lacks.","gpt-5.4"
