"baseline","model","sespec_case_id","baseline_case_id","sespec_path","baseline_path","sespec_func","baseline_func","signature","body_hash","case_id_aligned","coverage"
"autospec","gpt-4o","33","33","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/33/foo5.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/33/SVCOMP_0006_merged.c","foo5","arithmeticException6","","","1","ok"
"autospec","gpt-4o","35","35","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/35/foo39.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/35/SVCOMP_0193_merged.c","foo39","fun","","","1","ok"
"autospec","gpt-4o","38","38","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/38/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/38/SVCOMP_linear_0042_merged.c","foo42","foo136","","","1","ok"
"autospec","gpt-4o","39","39","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/39/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/39/SVCOMP_linear_0043_merged.c","foo42","foo137","","","1","ok"
"autospec","gpt-4o","40","40","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/40/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/40/SVCOMP_linear_0044_merged.c","foo42","foo138","","","1","ok"
"autospec","gpt-4o","41","41","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/41/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/41/SVCOMP_linear_0045_merged.c","foo42","foo139","","","1","ok"
"autospec","gpt-4o","42","42","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/42/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/42/SVCOMP_linear_0047_merged.c","foo42","foo140","","","1","ok"
"autospec","gpt-4o","43","43","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/43/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/43/SVCOMP_linear_0048_merged.c","foo42","foo141","","","1","ok"
"autospec","gpt-4o","44","44","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/44/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/44/SVCOMP_linear_0049_merged.c","foo42","foo142","","","1","ok"
"autospec","gpt-4o","45","45","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/45/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/45/SVCOMP_linear_0050_merged.c","foo42","foo143","","","1","ok"
"autospec","gpt-4o","46","46","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/46/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/46/SVCOMP_linear_0051_merged.c","foo42","foo144","","","1","ok"
"autospec","gpt-4o","49","49","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/49/foo49.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/49/SVCOMP_linear_0086_merged.c","foo49","foo176","","","1","ok"
"autospec","gpt-4o","50","50","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/50/foo50.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/50/SVCOMP_linear_0092_merged.c","foo50","foo181","","","1","ok"
"autospec","gpt-4o","51","51","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/51/foo52.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/51/SVCOMP_linear_0098_merged.c","foo52","foo187","","","1","ok"
"autospec","gpt-4o","52","52","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/52/foo52.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/52/SVCOMP_linear_0099_merged.c","foo52","foo188","","","1","ok"
"autospec","gpt-4o","53","53","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/53/foo53.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/53/SVCOMP_linear_0143_merged.c","foo53","foo227","","","1","ok"
"autospec","gpt-4o","55","55","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/55/foo55.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/55/SVCOMP_linear_0149_merged.c","foo55","foo232","","","1","ok"
"autospec","gpt-4o","60","60","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/60/foo61.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/60/SVCOMP_linear_0164_merged.c","foo61","foo246","","","1","ok"
"autospec","gpt-4o","61","61","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/61/foo61.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/61/SVCOMP_linear_0165_merged.c","foo61","foo247","","","1","ok"
"autospec","gpt-4o","62","62","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/62/foo61.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/62/SVCOMP_linear_0166_merged.c","foo61","foo248","","","1","ok"
"autospec","gpt-4o","65","65","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/65/foo253.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/65/SVCOMP_linear_0183_merged.c","foo253","foo263","","","1","ok"
"autospec","gpt-4o","66","66","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/66/foo66.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/66/SVCOMP_linear_0206_merged.c","foo66","foo284","","","1","ok"
"autospec","gpt-4o","67","67","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/67/foo67.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/67/SVCOMP_linear_0225_merged.c","foo67","foo300","","","1","ok"
"autospec","gpt-4o","73","73","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/73/foo307.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/73/SVCOMP_linear_0237_merged.c","foo307","foo311","","","1","ok"
"autospec","gpt-4o","75","75","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/75/foo309.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/75/SVCOMP_linear_0239_merged.c","foo309","foo313","","","1","ok"
"autospec","gpt-4o","94","94","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/94/foo10.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/94/SpecGenBench_0278_merged.c","foo10","canWinNim","","","1","ok"
"autospec","gpt-4o","96","96","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/96/foo13.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/96/SpecGenBench_0282_merged.c","foo13","computeOverlapArea","","","1","ok"
"autospec","gpt-4o","97","97","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/97/foo97.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/97/SpecGenBench_0283_merged.c","foo97","computeOverlapArea","","","1","ok"
"autospec","gpt-4o","98","98","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/98/foo98.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/98/SpecGenBench_0284_merged.c","foo98","computeOverlapArea","","","1","ok"
"autospec","gpt-4o","99","99","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/99/foo99.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/99/SpecGenBench_0285_merged.c","foo99","computeOverlapArea","","","1","ok"
"autospec","gpt-4o","100","100","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/100/foo18.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/100/SpecGenBench_0289_merged.c","foo18","convertTemperature","","","1","ok"
"autospec","gpt-4o","103","103","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/103/foo103.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/103/SpecGenBench_0295_merged.c","foo103","divisorGame","","","1","ok"
"autospec","gpt-4o","108","108","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/108/foo29.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/108/SpecGenBench_0301_merged.c","foo29","fizzBuzz","","","1","ok"
"autospec","gpt-4o","109","109","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/109/foo30.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/109/SpecGenBench_0302_merged.c","foo30","fizzBuzz","","","1","ok"
"autospec","gpt-4o","110","110","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/110/foo110.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/110/SpecGenBench_0303_merged.c","foo110","gcd","","","1","ok"
"autospec","gpt-4o","115","115","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/115/foo115.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/115/SpecGenBench_0310_merged.c","foo115","isCommonFactor","","","1","ok"
"autospec","gpt-4o","116","116","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/116/foo116.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/116/SpecGenBench_0311_merged.c","foo116","isCommonFactor","","","1","ok"
"autospec","gpt-4o","117","117","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/117/foo117.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/117/SpecGenBench_0312_merged.c","foo117","isCommonMultiple","","","1","ok"
"autospec","gpt-4o","118","118","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/118/foo118.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/118/SpecGenBench_0313_merged.c","foo118","isCommonMultiple","","","1","ok"
"autospec","gpt-4o","128","128","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/128/foo51.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/128/SpecGenBench_0324_merged.c","foo51","isLeapYear","","","1","ok"
"autospec","gpt-4o","129","129","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/129/foo129.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/129/SpecGenBench_0325_merged.c","foo129","isLeapYear","","","1","ok"
"autospec","gpt-4o","135","135","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/135/foo135.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/135/SpecGenBench_0334_merged.c","foo135","power","","","1","ok"
"autospec","gpt-4o","137","137","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/137/foo62.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/137/SpecGenBench_0338_merged.c","foo62","notCommonFactor","","","1","ok"
"autospec","gpt-4o","138","138","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/138/foo63.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/138/SpecGenBench_0339_merged.c","foo63","notCommonFactor","","","1","ok"
"autospec","gpt-4o","139","139","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/139/foo139.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/139/SpecGenBench_0340_merged.c","foo139","NotCommonMultiple","","","1","ok"
"autospec","gpt-4o","140","140","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/140/foo65.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/140/SpecGenBench_0341_merged.c","foo65","numberOfCuts","","","1","ok"
"autospec","gpt-4o","141","141","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/141/foo66.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/141/SpecGenBench_0342_merged.c","foo66","numberOfCuts","","","1","ok"
"autospec","gpt-4o","142","142","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/142/foo142.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/142/SpecGenBench_0343_merged.c","foo142","isEven","","","1","ok"
"autospec","gpt-4o","143","143","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/143/foo143.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/143/SpecGenBench_0344_merged.c","foo143","passPillow","","","1","ok"
"autospec","gpt-4o","144","144","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/144/foo144.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/144/SpecGenBench_0345_merged.c","foo144","passPillow","","","1","ok"
"autospec","gpt-4o","145","145","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/145/foo145.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/145/SpecGenBench_0346_merged.c","foo145","Perimeter","","","1","ok"
"autospec","gpt-4o","152","152","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/152/foo152.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/152/FormalBench_0003_merged.c","foo152","getNumber","","","1","ok"
"autospec","gpt-4o","179","179","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/179/foo179.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/179/FormalBench_0034_merged.c","foo179","countRotation","","","1","ok"
"autospec","gpt-4o","240","240","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/240/foo240.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/240/FormalBench_0099_merged.c","foo240","evenBinomialCoeffSum","","","1","ok"
"autospec","gpt-4o","260","260","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/260/foo123.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/260/FormalBench_0123_merged.c","foo123","findFixedPoint","","","1","ok"
"autospec","gpt-4o","264","264","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/264/foo139.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/264/FormalBench_0139_merged.c","foo139","seqLinear","","","1","ok"
"autospec","gpt-4o","356","356","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/356/foo356.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/356/FormalBench_0223_merged.c","foo356","evenBitToggleNumber","","","1","ok"
"autospec","gpt-4o","364","364","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/364/foo256.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/364/FormalBench_0256_merged.c","foo256","oddDays","","","1","ok"
"autospec","gpt-4o","392","392","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/392/foo315.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/392/FormalBench_0315_merged.c","foo315","lastTwoDigits","","","1","ok"
"autospec","gpt-4o","393","393","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/393/foo393.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/393/FormalBench_0316_merged.c","foo393","lastTwoDigits","","","1","ok"
"autospec","gpt-4o","394","394","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/394/foo317.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/394/FormalBench_0317_merged.c","foo317","lastTwoDigits","","","1","ok"
"autospec","gpt-4o","395","395","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/395/foo321.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/395/FormalBench_0321_merged.c","foo321","evenPowerSum","","","1","ok"
"autospec","gpt-4o","396","396","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/396/foo322.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/396/FormalBench_0322_merged.c","foo322","evenPowerSum","","","1","ok"
"autospec","gpt-4o","399","399","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-4o/399/foo325.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-4o/399/FormalBench_0325_merged.c","foo325","countDigit","","","1","ok"
"autospec","gpt-5-mini","0","0","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/0/foo1_c0.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/0/SVCOMP_0001_merged.c","foo1_c0","ack","","","1","ok"
"autospec","gpt-5-mini","1","1","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/1/foo2_c1.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/1/SVCOMP_0002_merged.c","foo2_c1","addition","","","1","ok"
"autospec","gpt-5-mini","3","3","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/3/foo3.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/3/SVCOMP_0083_merged.c","foo3","gcd","","","1","ok"
"autospec","gpt-5-mini","4","4","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/4/foo25.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/4/SVCOMP_0084_merged.c","foo25","hanoi","","","1","ok"
"autospec","gpt-5-mini","7","7","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/7/foo7.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/7/SVCOMP_0095_merged.c","foo7","mult","","","1","ok"
"autospec","gpt-5-mini","10","10","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/10/foo41.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/10/SVCOMP_0196_merged.c","foo41","recursion","","","1","ok"
"autospec","gpt-5-mini","12","12","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/12/foo41.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/12/SVCOMP_0198_merged.c","foo41","recursion","","","1","ok"
"autospec","gpt-5-mini","31","31","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/31/foo3_c31.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/31/SVCOMP_0004_merged.c","foo3_c31","arithmeticException1","","","1","ok"
"autospec","gpt-5-mini","32","32","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/32/foo32.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/32/SVCOMP_0005_merged.c","foo32","arithmeticException5","","","1","ok"
"autospec","gpt-5-mini","33","33","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/33/foo5.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/33/SVCOMP_0006_merged.c","foo5","arithmeticException6","","","1","ok"
"autospec","gpt-5-mini","34","34","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/34/foo34.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/34/SVCOMP_0026_merged.c","foo34","divS32","","","1","ok"
"autospec","gpt-5-mini","35","35","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/35/foo35.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/35/SVCOMP_0193_merged.c","foo35","fun","","","1","ok"
"autospec","gpt-5-mini","38","38","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/38/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/38/SVCOMP_linear_0042_merged.c","foo42","foo136","","","1","ok"
"autospec","gpt-5-mini","39","39","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/39/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/39/SVCOMP_linear_0043_merged.c","foo42","foo137","","","1","ok"
"autospec","gpt-5-mini","41","41","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/41/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/41/SVCOMP_linear_0045_merged.c","foo42","foo139","","","1","ok"
"autospec","gpt-5-mini","42","42","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/42/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/42/SVCOMP_linear_0047_merged.c","foo42","foo140","","","1","ok"
"autospec","gpt-5-mini","43","43","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/43/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/43/SVCOMP_linear_0048_merged.c","foo42","foo141","","","1","ok"
"autospec","gpt-5-mini","44","44","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/44/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/44/SVCOMP_linear_0049_merged.c","foo42","foo142","","","1","ok"
"autospec","gpt-5-mini","45","45","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/45/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/45/SVCOMP_linear_0050_merged.c","foo42","foo143","","","1","ok"
"autospec","gpt-5-mini","46","46","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/46/foo42.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/46/SVCOMP_linear_0051_merged.c","foo42","foo144","","","1","ok"
"autospec","gpt-5-mini","47","47","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/47/foo47.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/47/SVCOMP_linear_0052_merged.c","foo47","foo145","","","1","ok"
"autospec","gpt-5-mini","48","48","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/48/foo124.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/48/SVCOMP_linear_0054_merged.c","foo124","foo147","","","1","ok"
"autospec","gpt-5-mini","49","49","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/49/foo156.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/49/SVCOMP_linear_0086_merged.c","foo156","foo176","","","1","ok"
"autospec","gpt-5-mini","50","50","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/50/foo50.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/50/SVCOMP_linear_0092_merged.c","foo50","foo181","","","1","ok"
"autospec","gpt-5-mini","51","51","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/51/foo52.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/51/SVCOMP_linear_0098_merged.c","foo52","foo187","","","1","ok"
"autospec","gpt-5-mini","52","52","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/52/foo52.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/52/SVCOMP_linear_0099_merged.c","foo52","foo188","","","1","ok"
"autospec","gpt-5-mini","53","53","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/53/foo213.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/53/SVCOMP_linear_0143_merged.c","foo213","foo227","","","1","ok"
"autospec","gpt-5-mini","55","55","/home/yangfp/SESpec/RESULTS/paper_data/SESpec/gpt-5-mini/55/foo55.c","/home/yangfp/SESpec/RESULTS/paper_data/AutoSpec/gpt-5-mini/55/SVCOMP_linear_0149_merged.c","foo55","foo232","","","1","ok"
