case_id,archive_case_id,verdict,reason
170,FormalBench_0021,B_stronger,"B implies A’s basic return-range guarantee and adds stronger behavioral facts about the returned pivot/rotation index plus stronger state-preservation/frame information in the loop invariants, whereas"
174,FormalBench_0025,A_stronger,"A gives concrete postconditions on the returned rotation index, while B provides only a recursive termination/side-effect skeleton with no functional ensures beyond the precondition, so A more precise"
176,FormalBench_0027,A_stronger,"A is strictly more informative because it specifies the sortedness precondition, the exact success/failure result shape, and the returned index as the last occurrence, whereas B only guarantees nonneg"
177,FormalBench_0028,B_stronger,"B implies A’s returned-index bounds and adds the precise success condition that a nonnegative result points to a matching last occurrence, whereas A only guarantees the result is either -1 or a valid "
178,FormalBench_0032,B_stronger,"B implies A’s only substantive postcondition (the result is either -1 or an element of one of the input arrays) while also adding stronger loop-state facts and explicit bounds/validity constraints, wh"
179,FormalBench_0034,B_stronger,B is more informative because it includes A’s basic input/output length-equality behavior and additionally specifies a stricter result relation plus loop invariants capturing that the arrays and their
183,FormalBench_0038,B_stronger,"B includes all of A’s meaningful postconditions about the result while also adding stronger frame and preservation facts (array contents and inputs unchanged), whereas A only adds the weaker bound n<="
185,FormalBench_0040,B_stronger,"B is stronger because it fully characterizes the recursive result via `esult == foo40_result(i)` and the base/step cases, while A only constrains the returned index for a first-occurrence search and "
194,FormalBench_0052,B_stronger,"B contains all of A’s substantive facts about the loop state and result form, and additionally specifies stronger preconditions plus loop invariants that the input array contents are stable and bounde"
196,FormalBench_0054,B_stronger,"B precisely specifies the returned value as the maximum slice over the whole array and includes strong input constraints and preservation invariants, while A only states a weak lower-bound-style postc"
203,FormalBench_0061,B_stronger,"B includes A’s nonnegative result guarantee and adds stronger loop invariants tying find, offset, and max to Array plus preservation facts about the unchanged inputs, whereas A only states nonnegativi"
204,FormalBench_0062,B_stronger,"B precisely characterizes the return value in all cases (including the full three-way case split on divisibility), while A only bounds the result and gives loop invariants that do not determine the fu"
205,FormalBench_0063,incomparable,"A specifies the extra-array precondition and a bounded result plus loop progress structure for a different algorithm, while B precisely characterizes divisibility-based return values; neither contract"
207,FormalBench_0065,A_stronger,"A not only states the same kind of case distinction on the output but also includes additional relational postconditions tying the result to both arrays, whereas B only specifies the return value for "
211,FormalBench_0070,B_stronger,"B precisely specifies the exact returned value as the sum of all four inputs, while A only bounds the result between 0 and n and gives loop invariants about intermediate indices/count."
212,FormalBench_0071,A_stronger,"A is stronger because it includes sortedness of both arrays and a tighter output bound tied to n, while B mainly adds frame/preservation facts and only a nonnegative result guarantee."
217,FormalBench_0076,A_stronger,"A guarantees the result is either -1 or an index within [0,y) pointing to x, while B only assumes a sorted array and that x is absent, so A’s postcondition is strictly more informative and B does not "
220,FormalBench_0079,A_stronger,"A precisely specifies the returned index when a match is found, while B only constrains the no-search/negative-n case and mostly preserves inputs, so A implies strictly more functional behavior than B"
224,FormalBench_0083,B_stronger,"B includes all of A’s meaningful postcondition behavior (esult >= 1 and the special case for array 0/1 via the code path) and adds stronger loop invariants about bounds, prefix correctness, and frame"
225,FormalBench_0084,B_stronger,"B preserves A’s main result facts about returning 1 for small arrays and the 1..array+1 range, and additionally states more specific behavior for the case result==array plus a stronger loop invariant,"
226,FormalBench_0085,A_stronger,"A states a tighter result range and a conditional postcondition relating a missing prefix witness to the result, while B only guarantees the trivial lower bound esult >= 1 and omits the stronger outp"
230,FormalBench_0089,B_stronger,"B adds several non-trivial preconditions and loop invariants (validity, bounds on array elements, positive/bounded length, and explicit stability of inputs) while A only guarantees nonnegative result "
232,FormalBench_0091,B_stronger,"B includes all of A’s nontrivial facts about nonnegativity plus additional stronger state-preservation and bounds invariants, while A’s extra quantified clause is not matched by B but does not outweig"
236,FormalBench_0095,A_stronger,"A specifies the binary-search postcondition precisely (result is -1 iff x is absent, otherwise it is an occurrence and the last one), while B only constrains the result to be -1 or a valid index and a"
237,FormalBench_0096,A_stronger,"A gives a complete binary-search contract including sortedness of the input and the exact postcondition that the result is either -1 or a valid matching index, while B only guarantees the weaker disju"
241,FormalBench_0100,B_stronger,"B includes A’s nonnegative result guarantee and loop invariants while additionally constraining the input array’s validity, length bounds, and element range, so B more precisely characterizes the func"
249,FormalBench_0108,A_stronger,"A implies the same basic range behavior as B and additionally specifies the key sortedness precondition on args over [start,stop] that B lacks, while B’s extra loop invariants and special-case postcon"
250,FormalBench_0109,A_stronger,"A gives the same core postcondition on the result plus a termination/loop-invariant relationship between result and total, while B’s postcondition is strictly weaker and mostly adds frame/pre-state bo"
254,FormalBench_0116,B_stronger,"B contains all of A’s functional facts about the return range and adds stronger framing/invariant information (notably full array immutability and bounded valid memory), while A has no non-trivial pos"
255,FormalBench_0118,B_stronger,"B implies A’s observable behavior on the returned index range while additionally fixing bounds and state preservation facts via its loop invariants and postcondition, whereas A only states a weak cond"
256,FormalBench_0119,B_stronger,"B implies A’s simple bounds but adds extra non-trivial facts about unchanged inputs and a more detailed loop invariant structure, whereas A only states the basic result range."
257,FormalBench_0120,B_stronger,"B includes the additional conditional case split and exact state relations in the exit/loop invariants (especially the preserved equalities for x1, x3, v1, v3 and the full characterization when the gu"
258,FormalBench_0121,incomparable,"A specifies a concrete search result contract for a fixed-point function, while B gives a set of arithmetic loop invariants and termination facts about a different procedure, so neither contract impli"
259,FormalBench_0122,incomparable,"A specifies a concrete fixed-point search result property over the array, while B specifies arithmetic relationships among lo/hi/mid before, during, and after the loop, so neither contract logically i"
260,FormalBench_0123,A_stronger,"A’s contract states the exact fixed-point postcondition on successful return and the precise -1/no-fixed-point alternative, while B only guarantees a nonnegative result or -1 and omits the key relatio"
261,FormalBench_0127,B_stronger,"B implies A’s result-range guarantee and additionally preserves array contents at exit, while A only provides the result-range property."
262,FormalBench_0129,A_stronger,"A proves the tighter functional postcondition that the result is always within [0, a.length], while B adds only mostly precondition/frame facts and no stronger result property beyond the same return b"
263,FormalBench_0130,B_stronger,"B includes all of A’s functional result facts and additionally constrains the array elements and input bounds with extra non-trivial preconditions plus loop invariants, so it is the more informative c"
264,FormalBench_0139,A_stronger,"A states the exact return-value set while B adds only preconditions and loop invariants that are either about memory/array validity or preserved local properties, so A is not weaker and includes the m"
272,FormalBench_0152,A_stronger,"A precisely specifies the return value for both YES and NO cases based on the array prefix condition, while B only gives preconditions and a trivial valid_read result postcondition, so A implies stric"
277,FormalBench_0158,incomparable,"A only guarantees a nonnegative result, while B has stronger input constraints and loop invariants about array length and element immutability, but B has no postcondition connecting the return value t"
279,FormalBench_0160,B_stronger,"B includes A’s nonnegative-result fact and adds stronger input/output information via array bounds/value constraints and the loop invariant ret == min_array(args,0,j), whereas A only states nonnegativ"
280,FormalBench_0164,B_stronger,"B implies A’s non-null/constant-string outcome and adds extra loop facts (number stability, result nonnegativity), while A only guarantees the result is either ""Even"" or ""Odd""."
282,FormalBench_0166,A_stronger,"A specifies the actual return-value behavior by constraining the result to exactly one of two strings and provides nontrivial loop invariants about the accumulator, while B only states non-nullness pl"
283,FormalBench_0170,incomparable,"A and B share the same core result property on equal-prefix inputs, but A requires every element to be either arr[0] or arr[n-1] while B instead requires all elements to lie in a bounded numeric range"
284,FormalBench_0171,B_stronger,"B implies A’s non-trivial postcondition that the result is nonnegative, and B additionally constrains the input array’s validity, length, and element range as well as stronger loop invariants, while A"
285,FormalBench_0173,B_stronger,"B includes the non-trivial loop invariant that the loop index stays at least 1, plus the input stability invariant, while A only states non-null result and a weak precondition, so B is more informativ"
298,FormalBench_0197,incomparable,"A is much more functionally informative about the search result (it specifies the return lies in the target interval under the key array monotonicity precondition), while B mostly states preservation/"
299,FormalBench_0201,A_stronger,"A states the non-trivial functional postcondition that the result is a valid index in the searched range, while B’s postconditions only give a weak conditional upper bound or zero-case and do not impl"
300,FormalBench_0202,A_stronger,"A implies B’s postcondition 0 <= result and additionally constrains the result to be within the input array bounds, while B lacks that output-range guarantee and adds only precondition/loop facts that"
301,FormalBench_0203,B_stronger,"B implies A’s output-range guarantee and adds substantially more input/loop facts such as data validity, bounds, and invariants, while A only states the result is within the peak-search interval."
305,FormalBench_0208,B_stronger,"B implies A’s bounded-result guarantee and additionally specifies more behavior via the n==0/1 case, preserved-argument/frame invariants, and array-contents stability, whereas A only guarantees the re"
307,FormalBench_0210,B_stronger,"B is more informative because it fixes a precise recursive maximum-of-positive-prefix characterization via the loop invariant and therefore implies A’s nonnegative/positivity-based result, while A lac"
308,FormalBench_0211,B_stronger,"B implies A’s nonnegative-result and positive-element upper-bound behavior, and it is strictly more informative because it additionally states exact bounds/validity assumptions and the stronger postco"
310,FormalBench_0069,A_stronger,"A guarantees the non-trivial postcondition that the result is nonnegative, while B only specifies a conditional error case and adds precondition/loop facts that do not strengthen the returned-value ch"
312,FormalBench_0112,incomparable,"A gives a simple global bound on the return value and termination-style invariants for a rectangle-counting function, while B gives detailed state relations and conditional invariants for a different "
314,FormalBench_0117,B_stronger,"B states concrete loop behavior relating x1, x3, t, and the pre-state of v1/v3, plus a precise fallback invariant when the guard condition is false, whereas A only gives simple nonnegativity and an up"
316,FormalBench_0132,A_stronger,"A implies all of B’s postconditions and loop facts, and it additionally constrains the loop variant with c - 1 <= number / c + 1, making A strictly more informative."
317,FormalBench_0133,A_stronger,"A implies B’s guarantees and is stronger because it adds a quantified divisor-related postcondition and a more informative loop invariant about counted factors, while B only states nonnegativity and a"
318,FormalBench_0134,A_stronger,"A implies B’s nonnegative-result guarantee and also specifies the special case num==1 returning 1 plus a conditional postcondition for num>1, while B only states nonnegativity and weaker loop facts."
319,FormalBench_0135,A_stronger,"A includes the postcondition that the result is a common multiple of both inputs, while B only provides loop invariants about the loop state and omits any functional ensures, so A more precisely chara"
320,FormalBench_0136,B_stronger,"B includes the key loop invariants that characterize ret as the largest common divisor found so far and constrain the loop state, while A only states a nonnegative result, so B logically implies A and"
321,FormalBench_0137,A_stronger,"A’s contract states nontrivial functional facts about the returned value being nonnegative and at least one greater than any common divisor minus one, whereas B’s only postcondition is vacuous and its"
322,FormalBench_0140,B_stronger,"B implies A's result is a common multiple and nonnegative via the loop invariant gcd divisibility facts and additionally states the stronger divisor-based loop invariants, while A only asserts nonnega"
323,FormalBench_0141,A_stronger,"A implies B’s meaningful postcondition on n==1 and adds the non-trivial bounds 0<=result<=n for n>1, while B’s extra disjunctive result clause for n!=1 is tautological and adds no information."
324,FormalBench_0149,B_stronger,"B includes the stronger output bound 0 <= result < 10 plus a loop invariant relating the input across the for-loop, while A only states 0 <= result <= 9 and lacks B's extra behavioral fact."
325,FormalBench_0150,equal,"Both contracts establish the same meaningful behavior: under the same nonnegative input precondition, the computation returns a digit in [0,9] and preserves the same loop facts about the factorial-lik"
326,FormalBench_0151,B_stronger,"B includes the same final range guarantee on the result and adds a much stronger characterization of the first loop via the factorial invariant, while A only gives weaker bounds and no functional rela"
327,FormalBench_0156,B_stronger,"B states a much richer relationship between the evolving state variables and the pre-state (bounds on n, parity-dependent values of b, i, and j, and the final initialization case), while A only guaran"
331,FormalBench_0167,A_stronger,"A implies B’s two explicit cases and additionally gives the unconditional bounded-result fact 0<=result<10, while B has only the conditional case splits and no extra postcondition beyond them."
332,FormalBench_0168,A_stronger,"A includes a substantive conditional postcondition about the exact return value when num==c, while B only provides loop invariants about internal variables and no corresponding functional input-output"
335,FormalBench_0174,B_stronger,"B implies all of A’s stated postconditions and additionally specifies the remaining case with a stronger bound (esult <= 9) plus preconditions and loop invariants, while A lacks B’s explicit zero-res"
336,FormalBench_0175,A_stronger,"A implies B’s nontrivial result bound (esult is 0 or >=2) while also adding stronger functional facts tying the result to num (0 for num<=1, and for num>1 the result is a divisor greater than 1), whe"
339,FormalBench_0190,A_stronger,"A includes the meaningful loop invariant 0 <= result && result <= index - 1, which is stronger and more informative than B’s weaker/non-informative result >= 0 and tautological result == 0 || result >"
340,FormalBench_0191,B_stronger,"B implies A’s nonnegative-result guarantee and adds several non-trivial facts about how z and n relate to their pre-state (including z’s sign-normalization and n unchanged), whereas A only states resu"
341,FormalBench_0192,A_stronger,"A’s contract gives explicit nontrivial postconditions that the result is nonnegative and bounded by the absolute value of z, while B only guarantees nonnegativity when z is nonnegative and adds no str"
342,FormalBench_0193,A_stronger,"A gives a non-trivial functional postcondition constraining the returned value to be either -1 or within [l,m], while B’s postcondition is vacuous and its invariants add only minor state facts, so A l"
343,FormalBench_0194,B_stronger,"B implies A’s range/sentinel postcondition but A lacks B’s additional loop invariant facts (notably the stronger loop lower bound and explicit unchanged-parameter invariants), so B is more informative"
344,FormalBench_0195,B_stronger,"B implies A’s postcondition but is stronger overall because it additionally fixes the inputs across the loop (and thus precisely states they are unchanged), while A lacks those invariants."
348,FormalBench_0200,B_stronger,"B implies A’s returned-value range property and adds the non-trivial invariant linking count to the loop index (plus stable-parameter loop invariants), while A only states the weaker result range fact"
364,FormalBench_0256,B_stronger,"B gives a complete case split on the input conditions and precisely characterizes the result in each case, whereas A only states a coarser disjunction of two possible formulas."
367,FormalBench_0268,A_stronger,"A implies B’s postcondition in the intended sense and additionally specifies the upper bound/result range facts (β=result is either n or a divisor between 2 and n), while B only states result is eithe"
368,FormalBench_0270,B_stronger,"B includes all of A’s behavioral facts about returning 0 when n<r and a value in [0,p) when n>=r, plus an additional loop invariant (1 <= i) that A lacks, so B is strictly more informative."
369,FormalBench_0275,A_stronger,"A implies B’s output characterization and additionally specifies maximality of the result among all matching values in the range, which B lacks."
370,FormalBench_0276,A_stronger,"A implies B’s key postcondition about the result being 0 or a value congruent to z, and it additionally constrains the result to be nonnegative and at most value, which B does not state (B’s extra unc"
371,FormalBench_0277,A_stronger,"A includes the stronger postcondition that the result is bounded by value and is the maximal matching number (via the universal quantifier), which B lacks, while B mainly has the weaker non-negativity"
373,FormalBench_0282,B_stronger,"B implies A’s nontrivial result that the returned value is nonnegative, and B additionally characterizes the output exactly as the divisor count via the recursive invariant, which A does not express."
375,FormalBench_0284,A_stronger,"A includes the functional postcondition that the result is nonnegative and the loop invariants bound the loop counter and maintain b >= 1, while B only states frame/loop bookkeeping facts (no-op assig"
376,FormalBench_0285,B_stronger,"B includes the same core loop fact about the bounded loop index and additionally preserves the input seed unchanged across the loop, while A only states nonnegativity of the result and a weaker combin"
379,FormalBench_0288,B_stronger,"B’s contract is more informative because it includes the exact recursive specification of the even-range sum via `sum_even_range`, while A only states a weak existential postcondition that is not comp"
381,FormalBench_0290,B_stronger,"B implies A’s result facts (nonnegative, bounded by x and y, and zero exactly when no common divisor exists) via its counting invariant, while B additionally specifies the full recursive count relatio"
384,FormalBench_0295,A_stronger,"A guarantees the non-trivial postcondition that the result is non-negative, while B only states an input-preservation loop invariant (n unchanged) and no functional postcondition, so A more precisely "
385,FormalBench_0300,A_stronger,"A gives the full functional characterization of the return value, including the exact success/failure condition and the fact that any non-negative result is a multiple of m within bounds, while B only"
391,FormalBench_0313,A_stronger,"A implies that the returned square is strictly greater than every nonnegative j with j*j <= n, which in particular implies ∃/necessitates esult > n, while B only states esult > n and simple loop bou"
398,FormalBench_0324,B_stronger,"B implies A’s postcondition facts about nonnegative result/behavior on positive input, and B additionally constrains the zero-input case and preserves more loop-state information, so B is more informa"
399,FormalBench_0325,B_stronger,"B implies A’s nonnegative-result guarantees but additionally specifies the zero-input case and the positive-input result being strictly positive, so B more precisely characterizes the function’s behav"
