tool,model,case_id,status,source_dir,score,valid_pass,note
SESpec,gpt-4o,32,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/32/20260517_202920_1000147_b3d67062,1,True,foo32
SESpec,gpt-4o,33,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/33/20260514_220142_198411_17331bf3,2,True,foo5
SESpec,gpt-4o,34,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/34/20260521_165936_84201_0f0db950,0,True,foo34
SESpec,gpt-4o,35,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/184/20260514_235901_294061_94e9d980,1,True,foo39
SESpec,gpt-4o,36,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/36/20260517_202920_1000147_4ccfbf73,0,False,foo36
SESpec,gpt-4o,37,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/37/20260521_170045_84201_0d0815a1,2,True,foo37
SESpec,gpt-4o,38,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/42/20260521_170352_84201_9c990771,9,True,foo42
SESpec,gpt-4o,39,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/42/20260521_170352_84201_9c990771,9,True,foo42
SESpec,gpt-4o,40,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/42/20260521_170352_84201_9c990771,9,True,foo42
SESpec,gpt-4o,41,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/42/20260521_170352_84201_9c990771,9,True,foo42
SESpec,gpt-4o,42,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/42/20260521_170352_84201_9c990771,9,True,foo42
SESpec,gpt-4o,43,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/42/20260521_170352_84201_9c990771,9,True,foo42
SESpec,gpt-4o,44,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/42/20260521_170352_84201_9c990771,9,True,foo42
SESpec,gpt-4o,45,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/42/20260521_170352_84201_9c990771,9,True,foo42
SESpec,gpt-4o,46,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/42/20260521_170352_84201_9c990771,9,True,foo42
SESpec,gpt-4o,47,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/47/20260514_223620_294061_fdcf1f72,0,False,foo122
SESpec,gpt-4o,48,no_match,,0,False,
SESpec,gpt-4o,49,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/49/20260521_170917_84201_ef7b7230,12,True,foo49
SESpec,gpt-4o,50,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/50/20260521_170944_84201_5f01e678,12,True,foo50
SESpec,gpt-4o,51,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/52/20260521_171036_84201_f995f7ad,7,True,foo52
SESpec,gpt-4o,52,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/52/20260521_171036_84201_f995f7ad,7,True,foo52
SESpec,gpt-4o,53,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/53/20260521_171101_84201_dea48fc0,3,True,foo53
SESpec,gpt-4o,54,no_match,,0,False,
SESpec,gpt-4o,55,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/55/20260521_171142_84201_219c40ed,7,True,foo55
SESpec,gpt-4o,56,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/56/20260521_171157_84201_c904e8e8,0,False,foo56
SESpec,gpt-4o,57,no_match,,0,False,
SESpec,gpt-4o,58,no_match,,0,False,
SESpec,gpt-4o,59,no_match,,0,False,
SESpec,gpt-4o,60,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/61/20260521_171419_84201_e36d9d71,8,True,foo61
SESpec,gpt-4o,61,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/61/20260521_171419_84201_e36d9d71,8,True,foo61
SESpec,gpt-4o,62,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/61/20260521_171419_84201_e36d9d71,8,True,foo61
SESpec,gpt-4o,63,no_match,,0,False,
SESpec,gpt-4o,64,no_match,,0,False,
SESpec,gpt-4o,65,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/65/20260514_224451_294061_be320c0b,4,True,foo253
SESpec,gpt-4o,66,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/66/20260521_171619_84201_c09e00fa,7,True,foo66
SESpec,gpt-4o,67,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/67/20260521_171702_84201_14cdb8d8,9,True,foo67
SESpec,gpt-4o,68,no_match,,0,False,
SESpec,gpt-4o,69,no_match,,0,False,
SESpec,gpt-4o,70,no_match,,0,False,
SESpec,gpt-4o,71,no_match,,0,False,
SESpec,gpt-4o,72,no_match,,0,False,
SESpec,gpt-4o,73,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/73/20260514_225117_294061_14c05ffc,10,True,foo307
SESpec,gpt-4o,74,no_match,,0,False,
SESpec,gpt-4o,75,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/75/20260514_225255_294061_591d1400,1,True,foo309
SESpec,gpt-4o,76,no_match,,0,False,
SESpec,gpt-4o,77,no_match,,0,False,
SESpec,gpt-4o,78,no_match,,0,False,
SESpec,gpt-4o,79,no_match,,0,False,
SESpec,gpt-4o,80,no_match,,0,False,
SESpec,gpt-4o,81,no_match,,0,False,
SESpec,gpt-4o,82,no_match,,0,False,
SESpec,gpt-4o,83,no_match,,0,False,
SESpec,gpt-4o,84,no_match,,0,False,
SESpec,gpt-4o,85,no_match,,0,False,
SESpec,gpt-4o,86,no_match,,0,False,
SESpec,gpt-4o,87,no_match,,0,False,
SESpec,gpt-4o,88,no_match,,0,False,
SESpec,gpt-4o,89,no_match,,0,False,
SESpec,gpt-4o,90,no_match,,0,False,
SESpec,gpt-4o,91,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/91/20260514_230421_294061_8fd9f8b3,10,True,foo7
SESpec,gpt-4o,92,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/157/20260514_234110_294061_022650f3,0,True,foo8
SESpec,gpt-4o,93,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/93/20260517_205718_1000147_64dcbdfb,0,True,foo93
SESpec,gpt-4o,94,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/94/20260514_230533_294061_ea3ddc18,2,True,foo10
SESpec,gpt-4o,95,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/95/20260514_230536_294061_62225744,5,True,foo12
SESpec,gpt-4o,96,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/162/20260514_234217_294061_b7a60944,64,True,foo13
SESpec,gpt-4o,97,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/97/20260517_205738_1000147_ec8752d2,64,True,foo97
SESpec,gpt-4o,98,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/98/20260517_205738_1000147_9b8e8a88,64,True,foo98
SESpec,gpt-4o,99,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/99/20260517_205755_1000147_db527e4c,64,True,foo99
SESpec,gpt-4o,100,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/167/20260514_234452_294061_a4d269d4,0,True,foo18
SESpec,gpt-4o,101,no_match,,0,False,
SESpec,gpt-4o,102,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/102/20260517_205800_1000147_d6b4cba4,7,True,foo102
SESpec,gpt-4o,103,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/103/20260517_205814_1000147_ad8c7543,2,True,foo103
SESpec,gpt-4o,104,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/104/20260521_173008_84201_d429d399,10,True,foo104
SESpec,gpt-4o,105,no_match,,0,False,
SESpec,gpt-4o,106,no_match,,0,False,
SESpec,gpt-4o,107,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/107/20260521_173122_84201_88b960cd,9,True,foo107
SESpec,gpt-4o,108,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/7/20260514_215428_198411_b3f818e1,4,True,foo29
SESpec,gpt-4o,109,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/109/20260514_231552_294061_4af9d626,4,True,foo30
SESpec,gpt-4o,110,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/110/20260521_173155_84201_bc8fced3,9,True,foo110
SESpec,gpt-4o,111,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/111/20260517_210135_1000147_43da0d4a,12,True,foo111
SESpec,gpt-4o,112,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/112/20260521_173326_84201_918f69fe,0,False,foo112
SESpec,gpt-4o,113,no_match,,0,False,
SESpec,gpt-4o,114,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/22/20260514_223400_294061_45f32c8d,0,False,foo37
SESpec,gpt-4o,115,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/115/20260517_210144_1000147_e353f391,3,True,foo115
SESpec,gpt-4o,116,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/116/20260521_173613_84201_afabd744,3,True,foo116
SESpec,gpt-4o,117,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/117/20260517_210148_1000147_cb3504c1,3,True,foo117
SESpec,gpt-4o,118,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/118/20260517_210154_1000147_6c72e9dc,3,True,foo118
SESpec,gpt-4o,119,no_match,,0,False,
SESpec,gpt-4o,120,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/120/20260514_232043_294061_2217b8be,9,True,foo43
SESpec,gpt-4o,121,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/23/20260514_223400_294061_11406879,6,True,foo44
SESpec,gpt-4o,122,no_match,,0,False,
SESpec,gpt-4o,123,no_match,,0,False,
SESpec,gpt-4o,124,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/124/20260521_174019_84201_74dfb5b3,0,False,foo124
SESpec,gpt-4o,125,no_match,,0,False,
SESpec,gpt-4o,126,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/126/20260521_174121_84201_fb2f0bb3,0,False,foo126
SESpec,gpt-4o,127,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/127/20260521_174330_84201_2a34c2b0,6,True,foo127
SESpec,gpt-4o,128,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/128/20260514_232556_294061_1d869675,4,True,foo51
SESpec,gpt-4o,129,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/129/20260517_210231_1000147_14f9d300,4,True,foo129
SESpec,gpt-4o,130,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/130/20260517_210236_1000147_fd43078d,7,True,foo130
SESpec,gpt-4o,131,no_match,,0,False,
SESpec,gpt-4o,132,no_match,,0,False,
SESpec,gpt-4o,133,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/133/20260517_210409_1000147_b2f2490c,4,True,foo133
SESpec,gpt-4o,134,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/134/20260521_174749_84201_f6a9cdb3,11,True,foo134
SESpec,gpt-4o,135,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/135/20260517_210438_1000147_c1256f35,5,True,foo135
SESpec,gpt-4o,136,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/136/20260517_210519_1000147_f24c56c3,6,True,foo136
SESpec,gpt-4o,137,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/204/20260515_001424_294061_d1d837a6,3,True,foo62
SESpec,gpt-4o,138,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/138/20260514_233055_294061_19a09589,3,True,foo63
SESpec,gpt-4o,139,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/139/20260517_210531_1000147_6c393a50,3,True,foo139
SESpec,gpt-4o,140,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/207/20260515_001544_294061_906e8800,3,True,foo65
SESpec,gpt-4o,141,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/208/20260515_001551_294061_7a0ea76e,3,True,foo66
SESpec,gpt-4o,142,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/142/20260517_210539_1000147_6804dfeb,2,True,foo142
SESpec,gpt-4o,143,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/143/20260517_210548_1000147_78377c17,2,True,foo143
SESpec,gpt-4o,144,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/144/20260521_175109_84201_64e90dbe,2,True,foo144
SESpec,gpt-4o,145,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/145/20260521_175115_84201_14ce1887,3,True,foo145
SESpec,gpt-4o,146,no_match,,0,False,
SESpec,gpt-4o,147,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/147/20260514_233546_294061_94a8f355,3,True,foo74
SESpec,gpt-4o,148,no_match,,0,False,
SESpec,gpt-4o,149,no_match,,0,False,
SESpec,gpt-4o,150,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/150/20260521_175449_84201_dd00887a,0,False,foo150
SESpec,gpt-4o,151,no_match,,0,False,
SESpec,gpt-4o,152,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/152/20260521_175619_84201_631734de,1,True,foo152
SESpec,gpt-4o,153,no_match,,0,False,
SESpec,gpt-4o,154,no_match,,0,False,
SESpec,gpt-4o,155,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/155/20260517_211104_1000147_c8555961,0,False,foo155
SESpec,gpt-4o,156,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/156/20260517_211227_1000147_b0cacb72,0,False,foo156
SESpec,gpt-4o,157,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/157/20260521_180337_84201_36de1e66,0,False,foo157
SESpec,gpt-4o,158,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260517_202641_sespec400_gpt4o_fails_rerun/sespec_default/sespec/gpt-4o/158/20260517_211234_1000147_97678729,0,False,foo158
SESpec,gpt-4o,159,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/159/20260521_181733_84201_25de758a,12,True,foo159
SESpec,gpt-4o,160,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/160/20260514_234137_294061_55169fc4,9,True,foo11
SESpec,gpt-4o,161,no_match,,0,False,
SESpec,gpt-4o,162,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/162/20260521_182759_84201_7cdd4d96,10,True,foo162
SESpec,gpt-4o,163,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/163/20260514_234238_294061_f4b244a2,0,False,foo14
SESpec,gpt-4o,164,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/98/20260514_230643_294061_25e9468b,0,False,foo15
SESpec,gpt-4o,165,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260514_215427_input_sespec_4variants_3models/sespec_default/sespec/gpt-4o/99/20260514_230734_294061_e3107964,0,False,foo16
SESpec,gpt-4o,166,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/166/20260521_183946_84201_a085a488,11,True,foo166
SESpec,gpt-4o,167,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/167/20260521_184136_84201_a8b6af20,7,True,foo167
SESpec,gpt-4o,168,matched,/home/yangfp/SESpec/src/results/matrix_runs/20260521_165109_sespec400_strengthened_3models/sespec_default/sespec/gpt-4o/168/20260521_184335_84201_897dc688,9,True,foo168
