model,case_id,sespec_path,baseline_path
gpt-4o,118,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/118/foo118.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/118/final_candidate.java
gpt-4o,120,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/120/foo43.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/120/final_candidate.java
gpt-4o,128,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/128/foo51.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/128/final_candidate.java
gpt-4o,129,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/129/foo129.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/129/final_candidate.java
gpt-4o,133,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/133/foo133.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/133/final_candidate.java
gpt-4o,134,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/134/foo134.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/134/final_candidate.java
gpt-4o,137,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/137/foo62.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/137/final_candidate.java
gpt-4o,138,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/138/foo63.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/138/final_candidate.java
gpt-4o,139,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/139/foo139.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/139/final_candidate.java
gpt-4o,140,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/140/foo65.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/140/final_candidate.java
gpt-4o,141,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/141/foo66.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/141/final_candidate.java
gpt-4o,142,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/142/foo142.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/142/final_candidate.java
gpt-4o,143,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/143/foo143.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/143/final_candidate.java
gpt-4o,144,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/144/foo144.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/144/final_candidate.java
gpt-4o,145,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/145/foo145.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/145/final_candidate.java
gpt-4o,305,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/305/foo208.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/305/final_candidate.java
gpt-4o,307,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/307/foo307.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/307/final_candidate.java
gpt-4o,364,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/364/foo256.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/364/final_candidate.java
gpt-4o,367,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/367/foo268.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/367/final_candidate.java
gpt-4o,368,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/368/foo270.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/368/final_candidate.java
gpt-4o,382,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/382/foo382.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/382/final_candidate.java
gpt-4o,385,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/385/foo385.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/385/final_candidate.java
gpt-4o,386,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/386/foo386.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/386/final_candidate.java
gpt-4o,398,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/398/foo398.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/398/final_candidate.java
gpt-4o,399,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-4o/399/foo325.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-4o/399/final_candidate.java
gpt-5-mini,11,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/11/foo41.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/11/final_candidate.java
gpt-5-mini,12,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/12/foo41.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/12/final_candidate.java
gpt-5-mini,35,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/35/foo35.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/35/final_candidate.java
gpt-5-mini,79,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/79/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/79/final_candidate.java
gpt-5-mini,80,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/80/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/80/final_candidate.java
gpt-5-mini,81,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/81/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/81/final_candidate.java
gpt-5-mini,91,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/91/foo91.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/91/final_candidate.java
gpt-5-mini,92,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/92/foo92.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/92/final_candidate.java
gpt-5-mini,93,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/93/foo93.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/93/final_candidate.java
gpt-5-mini,94,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/94/foo10.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/94/final_candidate.java
gpt-5-mini,95,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/95/foo12.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/95/final_candidate.java
gpt-5-mini,100,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/100/foo18.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/100/final_candidate.java
gpt-5-mini,101,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/101/foo101.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/101/final_candidate.java
gpt-5-mini,103,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/103/foo23_c103.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/103/final_candidate.java
gpt-5-mini,104,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/104/foo104.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/104/final_candidate.java
gpt-5-mini,108,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/108/foo29.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/108/final_candidate.java
gpt-5-mini,109,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/109/foo30.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/109/final_candidate.java
gpt-5-mini,111,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/111/foo111.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/111/final_candidate.java
gpt-5-mini,115,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/115/foo38_c115.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/115/final_candidate.java
gpt-5-mini,116,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/116/foo116.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/116/final_candidate.java
gpt-5-mini,118,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/118/foo118.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/118/final_candidate.java
gpt-5-mini,119,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/119/foo119.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/119/final_candidate.java
gpt-5-mini,128,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/128/foo51.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/128/final_candidate.java
gpt-5-mini,129,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/129/foo52_c129.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/129/final_candidate.java
gpt-5-mini,134,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/134/foo134.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/134/final_candidate.java
gpt-5-mini,137,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/137/foo62.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/137/final_candidate.java
gpt-5-mini,138,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/138/foo63.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/138/final_candidate.java
gpt-5-mini,139,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/139/foo64_c139.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/139/final_candidate.java
gpt-5-mini,140,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/140/foo65.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/140/final_candidate.java
gpt-5-mini,141,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/141/foo66.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/141/final_candidate.java
gpt-5-mini,142,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/142/foo67_c142.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/142/final_candidate.java
gpt-5-mini,143,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/143/foo68_c143.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/143/final_candidate.java
gpt-5-mini,144,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/144/foo69_c144.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/144/final_candidate.java
gpt-5-mini,145,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/145/foo70.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/145/final_candidate.java
gpt-5-mini,147,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/147/foo147.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/147/final_candidate.java
gpt-5-mini,181,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/181/foo181.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/181/final_candidate.java
gpt-5-mini,205,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/205/foo207.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/205/final_candidate.java
gpt-5-mini,234,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/234/foo93.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/234/final_candidate.java
gpt-5-mini,242,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/242/foo242.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/242/final_candidate.java
gpt-5-mini,272,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/272/foo272.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/272/final_candidate.java
gpt-5-mini,279,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/279/foo279.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/279/final_candidate.java
gpt-5-mini,280,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/280/foo280.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/280/final_candidate.java
gpt-5-mini,298,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/298/foo197.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/298/final_candidate.java
gpt-5-mini,300,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/300/foo300.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/300/final_candidate.java
gpt-5-mini,303,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/303/foo303.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/303/final_candidate.java
gpt-5-mini,305,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/305/foo305.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/305/final_candidate.java
gpt-5-mini,307,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/307/foo210.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/307/final_candidate.java
gpt-5-mini,309,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/309/foo309.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/309/final_candidate.java
gpt-5-mini,316,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/316/foo316.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/316/final_candidate.java
gpt-5-mini,341,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/341/foo341.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/341/final_candidate.java
gpt-5-mini,358,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/358/foo358.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/358/final_candidate.java
gpt-5-mini,364,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/364/foo256.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/364/final_candidate.java
gpt-5-mini,370,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/370/foo370.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/370/final_candidate.java
gpt-5-mini,380,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/380/foo380.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/380/final_candidate.java
gpt-5-mini,386,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/386/foo302.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/386/final_candidate.java
gpt-5-mini,387,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/387/foo387.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/387/final_candidate.java
gpt-5-mini,388,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/388/foo388.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/388/final_candidate.java
gpt-5-mini,389,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/389/foo389.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/389/final_candidate.java
gpt-5-mini,392,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5-mini/392/foo392.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5-mini/392/final_candidate.java
gpt-5.4-mini,79,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/79/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/79/final_candidate.java
gpt-5.4-mini,80,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/80/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/80/final_candidate.java
gpt-5.4-mini,81,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/81/foo79.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/81/final_candidate.java
gpt-5.4-mini,93,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/93/foo93.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/93/final_candidate.java
gpt-5.4-mini,94,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/94/foo10.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/94/final_candidate.java
gpt-5.4-mini,95,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/95/foo95.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/95/final_candidate.java
gpt-5.4-mini,100,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/100/foo100.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/100/final_candidate.java
gpt-5.4-mini,103,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/103/foo103.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/103/final_candidate.java
gpt-5.4-mini,105,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/105/foo105.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/105/final_candidate.java
gpt-5.4-mini,108,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/108/foo29.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/108/final_candidate.java
gpt-5.4-mini,109,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/109/foo30.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/109/final_candidate.java
gpt-5.4-mini,111,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/111/foo111.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/111/final_candidate.java
gpt-5.4-mini,113,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/113/foo113.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/113/final_candidate.java
gpt-5.4-mini,115,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/115/foo115.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/115/final_candidate.java
gpt-5.4-mini,116,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/116/foo116.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/116/final_candidate.java
gpt-5.4-mini,117,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/117/foo117.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/117/final_candidate.java
gpt-5.4-mini,118,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/118/foo118.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/118/final_candidate.java
gpt-5.4-mini,119,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/119/foo119.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/119/final_candidate.java
gpt-5.4-mini,128,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/128/foo51.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/128/final_candidate.java
gpt-5.4-mini,129,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/129/foo129.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/129/final_candidate.java
gpt-5.4-mini,133,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/133/foo133.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/133/final_candidate.java
gpt-5.4-mini,134,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/134/foo134.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/134/final_candidate.java
gpt-5.4-mini,136,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/136/foo136.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/136/final_candidate.java
gpt-5.4-mini,137,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/137/foo62.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/137/final_candidate.java
gpt-5.4-mini,138,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/138/foo63.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/138/final_candidate.java
gpt-5.4-mini,139,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/139/foo139.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/139/final_candidate.java
gpt-5.4-mini,140,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/140/foo65.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/140/final_candidate.java
gpt-5.4-mini,141,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/141/foo66.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/141/final_candidate.java
gpt-5.4-mini,142,/home/yangfp/SESpec/RESULTS/paper_data_final/SESpec/gpt-5.4-mini/142/foo142.c,/home/yangfp/SESpec/RESULTS/paper_data_final/SpecGen/gpt-5.4-mini/142/final_candidate.java
